update,timeToCoalescence,ID,alive,countCopy,countDelete,countIndel,countPoint,countPointOffset,genomeLength,markovBrainDeterministicGates,markovBrainGates,markovBrain_nextNodesConnections_LIST,markovBrain_nodesConnections_LIST,optimizeValue_0,score_AVE,score_LIST,scoreCompassSensor_AVE,scoreCompassSensor_LIST,scoreCurrentlyOnHotspot_AVE,scoreCurrentlyOnHotspot_LIST,scoreDistFromGoal_AVE,scoreDistFromGoal_LIST,scoreGoal_AVE,scoreGoal_LIST,scoreHotspotPrediction_AVE,scoreHotspotPrediction_LIST,scoreHotspotSensor_AVE,scoreHotspotSensor_LIST,scoreMovesLeft_AVE,scoreMovesLeft_LIST,scoreMovesLeftGoal_AVE,scoreMovesLeftGoal_LIST,scoreWallSensor_AVE,scoreWallSensor_LIST,timeOfBirth
50800,0,5080040,1,15163,15467,0,4622343,0,18979,15,15,"1,0,1,1,2,0,1,1,2,2,0,1,1,1,2,1,1,2,1,1,3,0,1,1,1,1,1,2,1,0,3,3,0,1,1,0,0","1,1,1,1,2,2,2,1,1,3,1,0,2,0,1,2,0,2,1,0,0,1,0,1,1,1,0,0,1,2,2,3,1,0,1,2,4",7.192902,7.192902,"7.192902",1.000000,"1.000000",0.721422,"0.721422",-0.052500,"-0.052500",0.850000,"0.850000",0.752369,"0.752369",1.000000,"1.000000",0.216049,"0.216049",0.254175,"0.254175",1.000000,"1.000000",50799
50900,0,5090096,1,15193,15496,0,4631970,0,19475,18,18,"3,0,2,2,1,2,2,1,2,0,4,1,1,1,2,3,3,2,2,2,1,0,1,1,1,1,1,4,1,0,1,1,0,0,1,0,0","2,1,1,2,3,3,2,1,2,1,1,0,2,0,0,0,1,0,2,0,0,2,1,1,0,1,2,0,4,1,2,2,3,0,0,3,0",7.563015,7.563015,"7.563015",1.000000,"1.000000",0.721551,"0.721551",-0.016250,"-0.016250",0.950000,"0.950000",0.752180,"0.752180",1.000000,"1.000000",0.245481,"0.245481",0.258401,"0.258401",1.000000,"1.000000",50899
51000,0,5100038,1,15225,15535,0,4641293,0,18982,16,16,"3,0,1,1,0,1,0,1,1,0,2,1,2,1,3,3,3,1,1,1,1,0,1,1,1,1,1,4,1,0,1,0,1,0,1,0,0","1,2,1,3,6,2,1,1,1,1,1,0,1,0,1,0,2,0,1,0,1,2,0,2,0,1,1,0,3,1,2,1,1,0,0,3,0",7.405092,7.405092,"7.405092",1.000000,"1.000000",0.701978,"0.701978",-0.021250,"-0.021250",0.900000,"0.900000",0.752144,"0.752144",1.000000,"1.000000",0.247645,"0.247645",0.275161,"0.275161",1.000000,"1.000000",50999
51100,0,5110094,1,15247,15565,0,4649679,0,15364,12,12,"1,0,1,1,0,1,0,3,1,0,2,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,2,1,0,2,1,1,0,1,0,0","1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,2,0,1,1,0,3,0,1,1,1,0,0,2,0",6.998049,6.998049,"6.998049",1.000000,"1.000000",0.728298,"0.728298",-0.090000,"-0.090000",0.800000,"0.800000",0.752304,"0.752304",1.000000,"1.000000",0.202802,"0.202802",0.253502,"0.253502",1.000000,"1.000000",51099
51200,0,5120011,1,15276,15584,0,4657922,0,19514,13,13,"0,1,2,1,0,1,0,0,2,0,1,1,1,2,1,1,1,1,2,1,1,0,1,1,2,1,1,2,1,0,2,1,0,0,3,1,0","1,1,1,1,1,2,1,2,1,1,1,0,1,0,2,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,3,0,0,2,2",7.199839,7.199839,"7.199839",1.000000,"1.000000",0.725717,"0.725717",-0.031250,"-0.031250",0.850000,"0.850000",0.753164,"0.753164",1.000000,"1.000000",0.206009,"0.206009",0.242364,"0.242364",1.000000,"1.000000",51199
51300,0,5130034,1,15310,15619,0,4667511,0,19776,15,15,"0,1,1,1,0,0,0,0,5,0,1,1,1,2,2,1,1,2,1,1,2,0,1,1,1,2,1,2,1,0,2,1,0,0,4,3,1","1,1,3,2,1,2,1,1,1,1,1,0,2,2,3,3,1,0,0,1,0,0,0,2,0,1,0,0,0,0,3,0,3,0,0,1,0",7.582219,7.582219,"7.582219",1.000000,"1.000000",0.688503,"0.688503",-0.031250,"-0.031250",0.950000,"0.950000",0.752326,"0.752326",1.000000,"1.000000",0.278965,"0.278965",0.293648,"0.293648",1.000000,"1.000000",51299
51400,0,5140007,1,15332,15643,0,4676996,0,19132,14,14,"0,1,2,1,2,0,0,1,4,0,1,1,1,2,1,1,1,1,1,1,2,0,1,1,1,2,1,2,1,0,4,2,0,0,2,1,1","1,1,2,1,1,2,1,1,1,2,1,1,1,2,3,1,4,0,0,1,0,1,1,2,0,2,1,0,0,1,2,0,3,0,0,1,0",7.729490,7.729490,"7.729490",1.000000,"1.000000",0.706465,"0.706465",0.000000,"0.000000",1.000000,"1.000000",0.752320,"0.752320",1.000000,"1.000000",0.259192,"0.259192",0.259192,"0.259192",1.000000,"1.000000",51399
51500,0,5150064,1,15367,15676,0,4686556,0,20083,15,15,"1,0,0,0,2,2,0,0,8,0,1,1,1,1,1,1,1,3,1,2,1,0,1,1,1,1,1,2,1,0,3,2,0,0,2,0,1","1,1,2,2,1,2,5,1,1,1,1,1,4,1,3,0,2,0,1,1,1,1,0,2,0,2,0,0,0,0,0,0,7,0,0,1,0",7.240109,7.240109,"7.240109",1.000000,"1.000000",0.687543,"0.687543",-0.065000,"-0.065000",0.900000,"0.900000",0.753176,"0.753176",1.000000,"1.000000",0.193266,"0.193266",0.214740,"0.214740",1.000000,"1.000000",51499
51600,0,5160084,1,15392,15704,0,4696331,0,19027,15,15,"0,0,0,2,1,1,0,1,6,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,0,2,1,0,0,2,0,2","1,1,2,1,1,2,1,1,2,2,1,1,2,1,0,1,2,1,1,1,0,1,1,4,0,0,0,1,2,0,0,1,2,1,1,1,1",7.453075,7.453075,"7.453075",1.000000,"1.000000",0.685773,"0.685773",-0.033750,"-0.033750",0.950000,"0.950000",0.751892,"0.751892",1.000000,"1.000000",0.217431,"0.217431",0.228875,"0.228875",1.000000,"1.000000",51599
51700,0,5170021,1,15421,15734,0,4705878,0,19507,14,14,"1,1,0,0,4,0,0,1,2,0,2,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,2,1,1,0,0,2,0,0,2,0,2","1,1,2,1,1,2,1,1,3,2,1,3,1,0,1,0,0,1,2,1,2,2,2,1,0,0,0,0,2,0,0,1,0,0,1,1,2",7.664270,7.664270,"7.664270",1.000000,"1.000000",0.723806,"0.723806",-0.006250,"-0.006250",0.950000,"0.950000",0.752825,"0.752825",1.000000,"1.000000",0.289353,"0.289353",0.304582,"0.304582",1.000000,"1.000000",51699
51800,0,5180056,1,15446,15764,0,4715413,0,18221,13,13,"2,1,0,0,1,0,0,1,4,0,1,2,1,1,1,2,1,1,1,1,1,0,2,3,2,2,1,2,1,0,0,2,1,0,1,0,0","1,1,1,1,1,2,1,1,1,1,2,1,0,0,0,0,1,2,3,2,1,1,3,1,0,1,0,1,1,0,0,0,0,0,2,3,1",7.314788,7.314788,"7.314788",1.000000,"1.000000",0.715570,"0.715570",-0.012500,"-0.012500",0.850000,"0.850000",0.752000,"0.752000",1.000000,"1.000000",0.260259,"0.260259",0.306187,"0.306187",1.000000,"1.000000",51799
51900,0,5190076,1,15473,15792,0,4725130,0,20126,14,14,"0,2,3,0,1,1,0,0,2,0,1,1,1,2,1,1,1,1,1,1,2,0,1,3,1,1,1,1,1,0,0,1,2,1,0,1,0","1,1,2,1,1,3,1,1,1,2,1,2,1,0,1,0,1,0,1,0,1,1,2,0,1,0,0,2,2,0,0,0,0,0,3,3,1",7.689934,7.689934,"7.689934",1.000000,"1.000000",0.715427,"0.715427",0.000000,"0.000000",1.000000,"1.000000",0.752363,"0.752363",1.000000,"1.000000",0.234890,"0.234890",0.234890,"0.234890",1.000000,"1.000000",51899
52000,0,5200085,1,15503,15825,0,4734716,0,19546,15,15,"1,4,2,0,1,0,0,0,3,0,0,1,2,1,2,1,1,2,1,1,1,0,1,2,1,1,1,1,1,0,0,1,4,2,0,1,0","1,3,1,2,1,2,2,1,1,1,1,1,1,2,0,0,2,0,4,0,2,0,1,0,1,1,0,3,1,0,0,0,0,0,0,2,3",7.260866,7.260866,"7.260866",1.000000,"1.000000",0.711009,"0.711009",-0.050000,"-0.050000",0.900000,"0.900000",0.752172,"0.752172",1.000000,"1.000000",0.185365,"0.185365",0.205961,"0.205961",1.000000,"1.000000",51999
52100,0,5210015,1,15542,15870,0,4744150,0,16899,18,18,"0,4,2,1,4,0,2,0,2,1,0,2,2,1,2,2,1,1,2,3,1,0,1,1,1,1,2,1,2,0,2,0,3,1,1,3,0","2,1,1,2,2,3,1,2,3,1,1,4,2,0,0,1,1,0,2,0,2,0,1,1,1,3,1,1,2,0,0,0,0,1,0,3,1",7.797817,7.797817,"7.797817",1.000000,"1.000000",0.720177,"0.720177",0.000000,"0.000000",1.000000,"1.000000",0.751362,"0.751362",1.000000,"1.000000",0.287458,"0.287458",0.287458,"0.287458",1.000000,"1.000000",52099
52200,0,5220038,1,15570,15895,0,4752555,0,18500,17,17,"1,1,1,1,1,0,4,0,2,0,1,1,1,1,2,1,3,1,2,2,1,0,1,1,1,1,1,3,2,3,3,1,2,0,0,2,1","1,1,1,1,1,4,1,3,2,2,1,1,2,1,0,0,2,2,1,0,2,0,0,0,1,2,2,1,1,0,1,2,1,2,2,0,1",7.348051,7.348051,"7.348051",1.000000,"1.000000",0.685296,"0.685296",-0.062500,"-0.062500",0.900000,"0.900000",0.752783,"0.752783",1.000000,"1.000000",0.247484,"0.247484",0.274982,"0.274982",1.000000,"1.000000",52199
52300,0,5230054,1,15605,15928,0,4762131,0,18749,13,13,"3,1,1,1,0,0,2,0,1,0,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1,1,2,3,1,1,2,2,1,0,0,1,0","1,1,1,1,1,2,1,2,1,1,1,1,0,1,0,0,2,1,0,0,1,2,1,1,0,1,1,1,1,1,3,1,1,1,1,0,1",6.825045,6.825045,"6.825045",1.000000,"1.000000",0.708809,"0.708809",-0.026250,"-0.026250",0.750000,"0.750000",0.752438,"0.752438",1.000000,"1.000000",0.162860,"0.162860",0.217146,"0.217146",1.000000,"1.000000",52299
52400,0,5240096,1,15638,15957,0,4771010,0,18850,15,15,"1,1,1,2,0,0,2,0,1,0,1,1,3,1,1,1,1,1,2,1,1,0,2,1,2,1,2,2,1,1,0,0,2,0,0,0,3","1,2,1,1,1,4,1,2,1,1,2,1,0,0,0,0,1,0,0,2,1,0,2,3,0,2,1,2,1,0,3,0,2,2,2,1,1",7.085467,7.085467,"7.085467",1.000000,"1.000000",0.705116,"0.705116",-0.027500,"-0.027500",0.800000,"0.800000",0.751747,"0.751747",1.000000,"1.000000",0.227353,"0.227353",0.284191,"0.284191",1.000000,"1.000000",52399
52500,0,5250049,1,15671,15996,0,4779830,0,18317,12,12,"0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,2,1,2,0,1,1,1,1,3,1,1,1,0,0,2,0,0,0,1","1,1,1,1,1,2,1,2,1,1,2,1,0,0,0,0,0,0,0,2,1,1,3,0,0,3,0,1,2,0,3,0,0,2,2,0,0",7.143609,7.143609,"7.143609",1.000000,"1.000000",0.712715,"0.712715",-0.036250,"-0.036250",0.850000,"0.850000",0.752014,"0.752014",1.000000,"1.000000",0.187959,"0.187959",0.221128,"0.221128",1.000000,"1.000000",52499
52600,0,5260055,1,15703,16025,0,4789346,0,19736,13,13,"1,0,0,3,1,0,1,0,0,2,0,1,1,1,1,1,1,1,2,1,2,0,2,1,1,1,2,1,1,1,0,0,2,1,0,0,1","1,2,1,1,1,3,1,1,1,1,1,1,0,0,0,0,2,0,0,2,0,2,3,0,0,2,0,1,1,0,2,0,0,2,1,0,0",7.022620,7.022620,"7.022620",1.000000,"1.000000",0.700300,"0.700300",-0.027500,"-0.027500",0.800000,"0.800000",0.752217,"0.752217",1.000000,"1.000000",0.197915,"0.197915",0.247394,"0.247394",1.000000,"1.000000",52599
52700,0,5270041,1,15729,16056,0,4799377,0,18549,13,13,"2,0,0,1,1,1,2,0,0,0,0,1,1,2,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,1,0,1,1","1,2,2,2,1,3,1,1,1,1,1,1,0,0,0,0,1,0,0,3,0,2,3,0,0,1,1,2,1,0,0,0,0,1,1,0,0",7.229784,7.229784,"7.229784",1.000000,"1.000000",0.730139,"0.730139",-0.062500,"-0.062500",0.850000,"0.850000",0.752989,"0.752989",1.000000,"1.000000",0.234557,"0.234557",0.275950,"0.275950",1.000000,"1.000000",52699
52800,0,5280004,1,15761,16088,0,4808872,0,19492,16,16,"2,0,0,0,2,2,1,0,0,0,0,1,1,1,2,1,1,1,4,1,1,0,1,1,1,1,1,1,1,1,1,0,2,0,1,1,1","1,2,1,2,1,3,1,5,1,1,1,1,0,0,0,2,1,0,0,3,0,0,3,2,0,1,0,0,1,0,0,0,0,4,1,0,0",7.512009,7.512009,"7.512009",1.000000,"1.000000",0.705401,"0.705401",-0.003750,"-0.003750",0.950000,"0.950000",0.752029,"0.752029",1.000000,"1.000000",0.221951,"0.221951",0.233632,"0.233632",1.000000,"1.000000",52799
52900,0,5290065,1,15789,16123,0,4818679,0,16671,15,15,"1,1,1,1,0,2,1,1,0,2,0,2,1,1,1,1,1,1,1,1,2,0,1,1,1,1,2,1,3,4,1,0,3,0,2,0,0","2,1,1,1,1,4,1,1,1,2,1,1,0,0,1,0,1,0,0,2,0,1,2,0,0,0,0,1,2,1,0,1,0,4,2,0,0",7.702372,7.702372,"7.702372",1.000000,"1.000000",0.691464,"0.691464",0.000000,"0.000000",1.000000,"1.000000",0.752395,"0.752395",1.000000,"1.000000",0.253059,"0.253059",0.253059,"0.253059",1.000000,"1.000000",52899
53000,0,5300060,1,15811,16154,0,4826540,0,14523,15,15,"1,0,0,1,0,2,1,2,0,2,1,1,1,1,1,1,1,1,2,1,2,0,1,1,1,1,1,2,1,3,1,0,0,0,2,0,0","1,1,1,1,1,5,1,2,2,2,1,0,0,0,0,0,5,0,0,1,3,1,1,0,0,0,0,2,1,1,0,1,0,3,1,0,0",7.099882,7.099882,"7.099882",1.000000,"1.000000",0.726822,"0.726822",-0.081250,"-0.081250",0.850000,"0.850000",0.751739,"0.751739",1.000000,"1.000000",0.181796,"0.181796",0.213878,"0.213878",1.000000,"1.000000",52999
53100,0,5310061,1,15842,16179,0,4833959,0,16962,18,18,"4,0,1,0,1,3,0,1,0,3,0,2,2,2,1,3,1,1,3,1,1,0,1,1,1,1,2,2,2,1,1,0,0,0,1,0,0","2,2,2,1,3,3,1,3,1,1,1,0,0,3,0,0,3,0,0,2,3,1,1,0,0,0,0,2,0,1,0,1,1,8,1,0,0",7.052140,7.052140,"7.052140",1.000000,"1.000000",0.717311,"0.717311",-0.057500,"-0.057500",0.850000,"0.850000",0.751890,"0.751890",1.000000,"1.000000",0.150666,"0.150666",0.177254,"0.177254",1.000000,"1.000000",53099
53200,0,5320088,1,15880,16203,0,4843091,0,20324,20,20,"1,3,0,0,0,1,2,1,0,1,3,2,3,1,1,1,2,1,1,1,2,0,1,2,1,1,1,1,2,2,2,3,1,0,4,0,2","1,2,1,1,2,4,3,2,1,2,1,0,1,0,1,2,1,2,1,4,1,1,2,3,0,0,1,2,0,3,2,1,0,6,2,0,0",7.425067,7.425067,"7.425067",1.000000,"1.000000",0.722956,"0.722956",-0.045000,"-0.045000",0.900000,"0.900000",0.752077,"0.752077",1.000000,"1.000000",0.259082,"0.259082",0.287869,"0.287869",1.000000,"1.000000",53199
53300,0,5330012,1,15902,16224,0,4852909,0,19822,14,14,"1,1,0,0,0,2,1,2,0,1,1,1,2,1,1,1,1,1,1,1,1,0,2,1,2,2,1,2,2,1,2,2,0,0,2,0,1","1,1,1,1,1,3,3,1,1,2,2,0,2,0,1,2,0,0,2,2,1,3,0,2,0,0,0,2,0,0,1,0,0,1,3,0,0",7.459558,7.459558,"7.459558",1.000000,"1.000000",0.738910,"0.738910",-0.057500,"-0.057500",0.900000,"0.900000",0.751795,"0.751795",1.000000,"1.000000",0.274869,"0.274869",0.305410,"0.305410",1.000000,"1.000000",53299
53400,0,5340002,1,15928,16258,0,4862381,0,17510,12,12,"1,1,0,0,0,2,0,2,0,0,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,3,1,1,2,2,0,0,2,0,2","1,1,1,1,1,2,3,1,2,2,1,0,0,0,0,2,0,0,2,0,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0",6.939976,6.939976,"6.939976",1.000000,"1.000000",0.711003,"0.711003",-0.036250,"-0.036250",0.750000,"0.750000",0.752891,"0.752891",1.000000,"1.000000",0.223832,"0.223832",0.298442,"0.298442",1.000000,"1.000000",53399
53500,0,5350044,1,15960,16295,0,4870298,0,15778,15,15,"1,2,0,0,1,1,0,2,0,3,2,2,1,1,1,1,2,1,1,1,1,0,1,1,1,1,2,1,1,3,2,1,0,3,2,0,6","1,1,1,1,1,6,3,1,1,2,1,0,0,0,0,0,0,0,1,1,0,2,0,2,1,0,0,1,0,1,0,0,1,1,0,0,0",7.742357,7.742357,"7.742357",1.000000,"1.000000",0.700452,"0.700452",0.000000,"0.000000",1.000000,"1.000000",0.752140,"0.752140",1.000000,"1.000000",0.268812,"0.268812",0.268812,"0.268812",1.000000,"1.000000",53499
53600,0,5360092,1,15991,16321,0,4877745,0,17319,15,15,"3,1,1,1,0,1,0,4,0,1,0,1,1,2,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,2,2,0,0,1,2,1,5","1,1,3,1,1,2,2,1,1,4,1,0,4,0,0,1,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0",6.676711,6.676711,"6.676711",1.000000,"1.000000",0.736827,"0.736827",-0.138750,"-0.138750",0.750000,"0.750000",0.751562,"0.751562",1.000000,"1.000000",0.131700,"0.131700",0.175601,"0.175601",1.000000,"1.000000",53599
53700,0,5370009,1,16013,16349,0,4886199,0,16179,12,12,"0,1,0,0,1,0,0,1,4,0,0,1,1,1,1,1,2,1,1,2,1,0,1,1,1,1,1,1,1,3,1,0,1,0,2,0,1","1,1,1,1,1,3,2,1,1,3,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0",7.006558,7.006558,"7.006558",1.000000,"1.000000",0.723550,"0.723550",-0.123750,"-0.123750",0.800000,"0.800000",0.752959,"0.752959",1.000000,"1.000000",0.225716,"0.225716",0.282145,"0.282145",1.000000,"1.000000",53699
53800,0,5380011,1,16042,16384,0,4893980,0,15060,16,16,"0,1,0,1,0,0,0,1,6,0,0,1,1,1,1,1,1,2,2,1,3,0,2,3,1,3,1,1,1,4,1,0,1,0,2,0,1","1,1,1,1,1,3,1,2,1,6,3,0,0,0,0,0,0,0,1,0,0,4,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0",6.909709,6.909709,"6.909709",1.000000,"1.000000",0.688094,"0.688094",-0.010000,"-0.010000",0.800000,"0.800000",0.752302,"0.752302",1.000000,"1.000000",0.138736,"0.138736",0.173419,"0.173419",1.000000,"1.000000",53799
53900,0,5390067,1,16078,16412,0,4901855,0,18918,18,18,"0,1,0,0,0,0,2,0,3,0,0,2,1,2,2,1,1,1,3,1,2,0,1,2,1,2,2,2,2,3,0,0,1,0,3,0,2","2,1,3,2,1,4,1,3,1,2,2,0,1,0,0,1,0,1,1,0,0,2,0,1,1,0,0,0,1,2,1,0,0,2,0,0,0",7.853471,7.853471,"7.853471",1.000000,"1.000000",0.714393,"0.714393",0.000000,"0.000000",1.000000,"1.000000",0.751970,"0.751970",1.000000,"1.000000",0.317569,"0.317569",0.317569,"0.317569",1.000000,"1.000000",53899
54000,0,5400056,1,16109,16446,0,4911210,0,18460,15,15,"0,1,0,0,0,1,2,0,3,0,0,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,0,0,0,3,0,0","1,1,1,1,1,2,1,1,1,1,4,0,0,0,0,0,0,1,1,5,0,0,0,1,1,1,0,1,3,0,1,0,0,2,0,1,0",7.803519,7.803519,"7.803519",1.000000,"1.000000",0.715314,"0.715314",0.000000,"0.000000",1.000000,"1.000000",0.752094,"0.752094",1.000000,"1.000000",0.292009,"0.292009",0.292009,"0.292009",1.000000,"1.000000",53999
54100,0,5410042,1,16145,16486,0,4920496,0,17993,17,17,"2,0,0,0,0,0,3,0,4,0,0,1,3,2,2,1,2,1,1,1,1,0,1,1,1,1,2,1,1,1,3,0,0,0,6,1,0","1,2,2,1,3,3,1,1,1,1,2,0,1,2,0,0,0,1,1,2,1,0,2,2,1,1,1,2,0,1,3,0,0,1,0,2,3",6.612960,6.612960,"6.612960",1.000000,"1.000000",0.689851,"0.689851",-0.077500,"-0.077500",0.700000,"0.700000",0.753174,"0.753174",1.000000,"1.000000",0.160107,"0.160107",0.228724,"0.228724",1.000000,"1.000000",54099
54200,0,5420064,1,16173,16510,0,4929855,0,18234,19,19,"1,1,0,0,2,0,1,0,6,0,1,1,2,1,2,1,1,1,2,1,1,0,1,1,1,1,2,3,1,1,0,1,0,0,7,2,0","3,2,1,1,2,2,1,4,2,1,2,0,2,3,2,0,4,0,2,0,1,0,1,1,1,1,0,0,0,0,2,2,0,2,0,2,4",7.039356,7.039356,"7.039356",1.000000,"1.000000",0.693053,"0.693053",-0.017500,"-0.017500",0.800000,"0.800000",0.752514,"0.752514",1.000000,"1.000000",0.204639,"0.204639",0.255798,"0.255798",1.000000,"1.000000",54199
54300,0,5430065,1,16208,16542,0,4939485,0,19673,14,14,"1,1,0,0,0,0,1,0,4,0,0,1,1,3,2,1,1,1,1,1,2,0,1,1,1,1,2,3,1,2,0,1,0,0,3,0,0","1,1,2,1,2,3,2,1,1,1,2,1,1,1,5,0,1,0,0,0,2,0,3,2,1,0,0,0,0,0,1,1,1,1,0,0,3",7.771155,7.771155,"7.771155",1.000000,"1.000000",0.704032,"0.704032",0.000000,"0.000000",1.000000,"1.000000",0.751719,"0.751719",1.000000,"1.000000",0.281842,"0.281842",0.281842,"0.281842",1.000000,"1.000000",54299
54400,0,5440039,1,16238,16574,0,4949369,0,19534,16,16,"0,0,0,0,1,0,1,0,4,2,0,1,1,1,1,1,2,1,1,2,1,0,4,2,1,1,3,4,2,1,0,2,0,1,2,0,2","2,1,1,1,1,4,1,1,3,2,4,0,1,0,3,0,2,0,0,2,0,0,1,1,2,0,0,0,2,0,0,0,1,1,0,0,3",6.939084,6.939084,"6.939084",1.000000,"1.000000",0.664974,"0.664974",-0.102500,"-0.102500",0.800000,"0.800000",0.752239,"0.752239",1.000000,"1.000000",0.211290,"0.211290",0.264113,"0.264113",1.000000,"1.000000",54399
54500,0,5450030,1,16259,16599,0,4959030,0,18834,13,13,"0,0,0,0,0,0,1,0,2,0,0,1,1,1,1,1,1,1,1,1,1,0,1,2,2,1,2,2,1,1,0,1,0,0,2,0,2","1,1,1,1,1,2,1,1,1,2,4,0,2,0,3,2,2,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1",7.303290,7.303290,"7.303290",1.000000,"1.000000",0.675042,"0.675042",-0.038750,"-0.038750",0.900000,"0.900000",0.752237,"0.752237",1.000000,"1.000000",0.218874,"0.218874",0.243193,"0.243193",1.000000,"1.000000",54499
54600,0,5460060,1,16295,16636,0,4967618,0,18100,15,15,"1,1,1,0,2,0,1,0,3,0,0,1,1,1,1,2,1,1,2,1,1,0,1,1,2,1,2,2,1,0,0,0,0,0,1,0,2","1,1,1,1,2,2,1,2,1,1,4,1,4,0,3,2,0,0,0,1,0,0,3,2,0,0,1,0,5,0,0,1,0,1,0,0,1",6.816070,6.816070,"6.816070",1.000000,"1.000000",0.729342,"0.729342",-0.063750,"-0.063750",0.750000,"0.750000",0.753301,"0.753301",1.000000,"1.000000",0.166101,"0.166101",0.221468,"0.221468",1.000000,"1.000000",54599
54700,0,5470087,1,16329,16669,0,4976924,0,19113,16,16,"1,1,1,1,2,1,1,0,2,0,1,1,1,1,1,3,2,1,1,1,1,0,1,1,1,2,1,2,2,0,0,0,1,1,1,0,0","1,1,1,2,4,2,2,2,1,1,2,0,5,0,2,1,0,0,0,1,0,1,2,2,0,0,1,0,1,0,2,1,0,2,0,1,2",7.742346,7.742346,"7.742346",1.000000,"1.000000",0.709758,"0.709758",0.000000,"0.000000",1.000000,"1.000000",0.751942,"0.751942",1.000000,"1.000000",0.264352,"0.264352",0.264352,"0.264352",1.000000,"1.000000",54699
54800,0,5480069,1,16356,16696,0,4986842,0,20279,15,15,"5,0,1,0,1,0,4,0,2,0,1,2,1,1,1,1,1,3,1,1,1,0,1,1,1,1,2,2,4,0,0,0,1,0,1,0,0","1,1,1,1,1,2,3,2,1,1,2,0,2,0,4,1,0,0,0,2,0,1,3,1,0,1,0,0,0,0,1,1,0,1,0,2,4",7.212384,7.212384,"7.212384",1.000000,"1.000000",0.672271,"0.672271",-0.098750,"-0.098750",0.850000,"0.850000",0.752331,"0.752331",1.000000,"1.000000",0.273526,"0.273526",0.321795,"0.321795",1.000000,"1.000000",54799
54900,0,5490030,1,16393,16732,0,4996569,0,19223,18,18,"2,0,4,1,0,0,2,0,2,0,0,2,1,1,1,1,2,1,2,1,1,0,1,1,2,1,1,1,5,0,2,0,2,0,3,0,0","1,1,1,1,1,5,2,1,3,1,3,1,2,2,1,5,0,0,0,4,0,2,2,0,0,1,0,0,1,0,2,1,0,2,0,4,2",6.989692,6.989692,"6.989692",1.000000,"1.000000",0.741255,"0.741255",-0.068750,"-0.068750",0.800000,"0.800000",0.751943,"0.751943",1.000000,"1.000000",0.181845,"0.181845",0.227306,"0.227306",1.000000,"1.000000",54899
55000,0,5500060,1,16418,16759,0,5006302,0,19364,14,14,"1,0,3,0,1,0,1,0,0,0,0,2,1,1,1,2,1,1,1,1,1,0,1,1,2,1,1,1,1,0,1,0,3,0,2,0,0","1,1,1,1,2,2,1,1,1,1,3,0,1,2,0,2,0,0,0,1,0,2,2,0,0,1,0,0,0,0,2,1,0,3,1,3,2",7.147373,7.147373,"7.147373",1.000000,"1.000000",0.675872,"0.675872",-0.050000,"-0.050000",0.850000,"0.850000",0.752238,"0.752238",1.000000,"1.000000",0.214931,"0.214931",0.252859,"0.252859",1.000000,"1.000000",54999
55100,0,5510046,1,16450,16788,0,5015815,0,19802,17,17,"3,0,4,0,1,0,1,0,0,0,0,1,1,1,1,2,1,1,2,2,1,0,4,1,1,1,1,2,1,0,1,0,4,1,2,1,0","1,1,1,1,2,2,1,2,2,1,4,0,1,1,0,1,0,0,0,1,0,2,1,0,0,1,0,0,1,0,1,4,0,0,0,2,2",7.405012,7.405012,"7.405012",1.000000,"1.000000",0.720561,"0.720561",-0.036250,"-0.036250",0.950000,"0.950000",0.751960,"0.751960",1.000000,"1.000000",0.177189,"0.177189",0.186515,"0.186515",1.000000,"1.000000",55099
55200,0,5520060,1,16489,16826,0,5025558,0,20325,16,16,"2,0,2,0,1,1,0,2,0,1,0,3,1,2,2,1,1,1,1,1,1,0,1,1,2,1,4,1,2,0,0,0,2,1,2,0,0","2,1,2,2,1,3,1,1,1,1,2,0,0,2,0,1,0,0,0,2,0,1,0,1,0,0,0,0,3,0,0,4,1,0,0,3,1",7.786900,7.786900,"7.786900",1.000000,"1.000000",0.721377,"0.721377",0.000000,"0.000000",1.000000,"1.000000",0.752650,"0.752650",1.000000,"1.000000",0.280111,"0.280111",0.280111,"0.280111",1.000000,"1.000000",55199
